annee,code_insee_region,region,consommation_kwh_pcs,consommation_gwh_pcs,geom,centroid
2015,93,Provence-Alpes-Côte d'Azur,17979232.918270834,17.979232918270835,"{""coordinates"": [[[[6.506367702, 43.043784724], [6.489108588, 43.042942329], [6.473038262, 43.020848253], [6.457855832, 43.027657063], [6.473366925, 43.047127417], [6.506367702, 43.043784724]]], [[[6.250342371, 43.000533168], [6.205714532, 42.982280927], [6.168530949, 43.001347802], [6.177711599, 43.008466512], [6.212372451, 43.003109929], [6.247628259, 43.018661568], [6.250342371, 43.000533168]]], [[[4.869258911, 44.344902232], [4.908736263, 44.376844895], [4.918216356, 44.407720011], [4.988856455, 44.423242684], [5.015144919, 44.394798944], [5.062884197, 44.384081636], [5.054695572, 44.364799929], [5.027467203, 44.362947536], [5.008772833, 44.323995904], [4.979939988, 44.29750164], [4.921925667, 44.308926416], [4.89145995, 44.304345911], [4.869258911, 44.344902232]]], [[[4.230213235, 43.460485857], [4.2397426, 43.499199083], [4.297502081, 43.515173886], [4.334310622, 43.535394167], [4.405953141, 43.559572747], [4.426140604, 43.58543425], [4.461924918, 43.590594639], [4.469608086, 43.614119291], [4.438185882, 43.611555558], [4.426870183, 43.621303292], [4.450803855, 43.663893854], [4.475807679, 43.671328609], [4.485557543, 43.698626216], [4.535180613, 43.707370333], [4.582056317, 43.696361562], [4.602463801, 43.685804694], [4.624243016, 43.697700259], [4.61419813, 43.731215311], [4.629972773, 43.762134407], [4.651571749, 43.782497042], [4.655235639, 43.807493306], [4.642382119, 43.830300615], [4.662276715, 43.852732255], [4.642076442, 43.867525443], [4.692869978, 43.884533213], [4.740234797, 43.919755075], [4.749850254, 43.93214896], [4.778930913, 43.93787886], [4.815119284, 43.966556452], [4.813546242, 43.988302987], [4.842737417, 43.986939928], [4.843702094, 44.008631035], [4.818925508, 44.018008594], [4.816051886, 44.032156819], [4.789486532, 44.051519378], [4.787912598, 44.065038061], [4.757951627, 44.077284965], [4.726923439, 44.078283674], [4.707750699, 44.103339315], [4.718468586, 44.143450516], [4.722470687, 44.187319001], [4.705803163, 44.192722772], [4.703156673, 44.21571883], [4.677441813, 44.212407353], [4.673361148, 44.239634472], [4.649453594, 44.270338407], [4.65061248, 44.329804929], [4.678616747, 44.320710756], [4.722671358, 44.326387808], [4.762931694, 44.32552384], [4.799738522, 44.303417754], [4.814164739, 44.232190197], [4.826882481, 44.228500412], [4.880134162, 44.261740554], [4.922368259, 44.259708569], [4.985105593, 44.285871464], [5.004667814, 44.28645461], [5.060539369, 44.308205065], [5.076662528, 44.283950808], [5.107788336, 44.280839668], [5.150017294, 44.302136026], [5.148289502, 44.280001308], [5.162418888, 44.249981212], [5.149358735, 44.235587387], [5.181426721, 44.218954972], [5.238228958, 44.213433419], [5.256353445, 44.230214401], [5.304115653, 44.210088083], [5.336721621, 44.203406864], [5.35521623, 44.214554905], [5.384679641, 44.201109054], [5.382449997, 44.160406732], [5.392186221, 44.152488443], [5.435566959, 44.150817449], [5.450632419, 44.121251759], [5.494471792, 44.115492613], [5.54278695, 44.133986291], [5.551331133, 44.149791972], [5.583251777, 44.157814898], [5.564607974, 44.171447381], [5.576233441, 44.188068482], [5.609326325, 44.190703107], [5.639711687, 44.1675706], [5.63345248, 44.150599447], [5.675818433, 44.147150991], [5.682898042, 44.163614504], [5.643300803, 44.170626265], [5.6524265, 44.185456527], [5.686712929, 44.196429043], [5.676063495, 44.21254902], [5.682647489, 44.23446515], [5.675606313, 44.275886771], [5.647625325, 44.272579368], [5.633194348, 44.282062147], [5.636241504, 44.300953683], [5.616151545, 44.309446611], [5.617786966, 44.33230909], [5.537366923, 44.333523019], [5.521556293, 44.351074827], [5.49255548, 44.337540451], [5.470658574, 44.350400561], [5.459524024, 44.368512484], [5.436323175, 44.368064947], [5.443076916, 44.391558631], [5.418362894, 44.424903322], [5.434182824, 44.433607851], [5.476790207, 44.419641384], [5.498287299, 44.437443326], [5.464428957, 44.44789218], [5.479862164, 44.491328242], [5.516086383, 44.491815459], [5.560959496, 44.474633243], [5.603641504, 44.46549749], [5.616875331, 44.473211117], [5.62627737, 44.498124492], [5.662628862, 44.505632311], [5.627232884, 44.534664679], [5.597052842, 44.543394532], [5.617864945, 44.58400968], [5.64619267, 44.609382717], [5.640120546, 44.647988888], [5.651545562, 44.65521088], [5.738661935, 44.640787097], [5.764128953, 44.655790648], [5.789758497, 44.653176909], [5.799343982, 44.674012536], [5.827067304, 44.686487016], [5.812158468, 44.705620106], [5.817540739, 44.730749823], [5.850839066, 44.750778254], [5.881892501, 44.746721468], [5.899403027, 44.758230349], [5.91900554, 44.751428916], [5.979719615, 44.781618408], [5.949511727, 44.804362747], [5.979184399, 44.818588383], [6.005522218, 44.820819338], [6.030215701, 44.838097759], [6.048036125, 44.820589641], [6.066942744, 44.821419848], [6.13290075, 44.864500955], [6.162310144, 44.854247111], [6.19637594, 44.858978334], [6.249983798, 44.851904558], [6.270836519, 44.870976482], [6.303911253, 44.873044367], [6.324094175, 44.852207584], [6.353952089, 44.853476191], [6.359303138, 44.888062837], [6.358842378, 44.941280797], [6.329004611, 44.947315364], [6.329545526, 44.969235314], [6.315426474, 44.979038385], [6.306395798, 45.004751618], [6.251760948, 44.996700081], [6.20491524, 45.012466835], [6.218861371, 45.064495725], [6.23957208, 45.074582782], [6.228758059, 45.108395234], [6.2605698, 45.126844204], [6.286281076, 45.110160822], [6.337888089, 45.120650975], [6.362776213, 45.105060733], [6.374667244, 45.083163901], [6.364878933, 45.070172558], [6.396346499, 45.06105312], [6.438589972, 45.062587348], [6.453529592, 45.051837208], [6.486236036, 45.056075754], [6.48045253, 45.090826633], [6.510423959, 45.108998029], [6.529710987, 45.098569117], [6.561307926, 45.105305894], [6.576402141, 45.12309772], [6.615494612, 45.121505691], [6.629914851, 45.109367146], [6.63321287, 45.094176426], [6.662093695, 45.071655713], [6.658770252, 45.052319983], [6.673300182, 45.019626909], [6.725762845, 45.021639267], [6.742743152, 45.016608332], [6.75013433, 44.978960726], [6.764912986, 44.959610415], [6.748450331, 44.921755731], [6.804582912, 44.877138866], [6.863478329, 44.850560183], [6.913229468, 44.845153461], [6.931373216, 44.863678437], [6.976549121, 44.845725374], [7.006605845, 44.839803432], [7.019472416, 44.812706735], [7.000925039, 44.792207527], [7.018990065, 44.776572885], [7.029432845, 44.729974714], [7.06502059, 44.708421368], [7.077111096, 44.68103642], [7.029088225, 44.69174986], [6.987049032, 44.689734261], [6.957529381, 44.670154834], [6.947637107, 44.653866818], [6.949700343, 44.619634818], [6.93798392, 44.603750796], [6.932874632, 44.573073686], [6.915794525, 44.559092612], [6.875904742, 44.550767469], [6.855467285, 44.531985543], [6.861578931, 44.500318204], [6.875829922, 44.482305878], [6.90636243, 44.46763882], [6.91119835, 44.452351461], [6.946388761, 44.427057233], [6.892486106, 44.419849699], [6.896720591, 44.375564594], [6.887427466, 44.361286756], [6.922002155, 44.351634106], [6.927542746, 44.332334903], [6.960189445, 44.311462553], [6.955743767, 44.297104192], [6.994024572, 44.280580206], [6.99652997, 44.251935833], [7.00844728, 44.235207229], [7.038896535, 44.223725988], [7.070245901, 44.232957567], [7.113635937, 44.21786285], [7.143066035, 44.200192359], [7.163178968, 44.208218727], [7.220778365, 44.168269551], [7.280592664, 44.140858507], [7.31004586, 44.147722501], [7.344833602, 44.145052107], [7.357702658, 44.116200947], [7.393145135, 44.125436109], [7.422733118, 44.112498153], [7.430899555, 44.130548935], [7.460101233, 44.125780136], [7.503916415, 44.143470505], [7.56510682, 44.151590272], [7.619855651, 44.149514134], [7.636080907, 44.177112616], [7.684465608, 44.173948738], [7.67044246, 44.152990678], [7.671802516, 44.121284336], [7.71218904, 44.088408832], [7.714149381, 44.065375955], [7.70312655, 44.043404699], [7.662083515, 44.027631129], [7.670519846, 43.998405306], [7.632186378, 43.964767442], [7.587777414, 43.955018351], [7.558645306, 43.918240218], [7.563067777, 43.901945587], [7.49770236, 43.871564571], [7.529944191, 43.784204714], [7.489907621, 43.767138121], [7.430708826, 43.748941848], [7.405783803, 43.719606194], [7.360853591, 43.722551589], [7.313134068, 43.70593241], [7.306073268, 43.685792822], [7.258241381, 43.693723601], [7.230570024, 43.678530735], [7.213247446, 43.648175613], [7.193121108, 43.657800956], [7.151020598, 43.649400553], [7.126357068, 43.604904803], [7.121581067, 43.559653412], [7.09541497, 43.570910745], [7.068133568, 43.562320399], [7.054806677, 43.547528836], [6.988018592, 43.548678899], [6.950155395, 43.533214784], [6.937585066, 43.509820552], [6.956400228, 43.501462156], [6.93081922, 43.483702869], [6.921642873, 43.451290749], [6.859763518, 43.415531664], [6.827323424, 43.417450137], [6.790084088, 43.408497226], [6.758219389, 43.423430953], [6.73559851, 43.408492107], [6.73229151, 43.390062022], [6.713950758, 43.37048149], [6.716318396, 43.347628387], [6.681123338, 43.340901917], [6.665857262, 43.318270028], [6.588269062, 43.281723113], [6.592840384, 43.262536826], [6.639161671, 43.27393736], [6.695741489, 43.261635395], [6.664326257, 43.241222003], [6.660066572, 43.196488616], [6.63960702, 43.172292818], [6.62214698, 43.164595188], [6.60203696, 43.182173392], [6.562332482, 43.189128919], [6.493719783, 43.151385113], [6.453676669, 43.155688172], [6.403008872, 43.149362695], [6.369583704, 43.137508352], [6.360065887, 43.120331541], [6.35940379, 43.089271412], [6.328239569, 43.093191023], [6.314900483, 43.107240743], [6.27612817, 43.120739184], [6.240288681, 43.113631337], [6.201169566, 43.116061183], [6.162800683, 43.091932772], [6.150471897, 43.064491214], [6.153091003, 43.035506869], [6.134299875, 43.036444787], [6.125932355, 43.078022372], [6.086579255, 43.08733155], [6.050627191, 43.079239164], [6.006042513, 43.104128063], [5.956313138, 43.108326994], [5.934444766, 43.118691408], [5.910560286, 43.100244926], [5.856962773, 43.047777614], [5.820910497, 43.054642292], [5.803869003, 43.0767263], [5.809434935, 43.114114297], [5.769627664, 43.117216753], [5.752019867, 43.132767017], [5.69468974, 43.149971605], [5.695561253, 43.169790104], [5.651183077, 43.188494903], [5.612642584, 43.180510139], [5.60737632, 43.160450471], [5.572691615, 43.172793961], [5.530938035, 43.212612142], [5.510642366, 43.198014674], [5.458707545, 43.21144167], [5.443935331, 43.204512057], [5.402188079, 43.213995104], [5.368784597, 43.207463056], [5.347260725, 43.212705535], [5.349894597, 43.23198548], [5.375736996, 43.257735768], [5.346031963, 43.280997034], [5.364654827, 43.31207462], [5.341120115, 43.345131099], [5.308491992, 43.361564181], [5.2891259, 43.357648527], [5.258600909, 43.337560247], [5.223455743, 43.328236997], [5.172397583, 43.333649332], [5.149623514, 43.326547775], [5.066084474, 43.331700155], [5.054183797, 43.32461975], [5.023490062, 43.338953201], [5.011248124, 43.368149161], [4.986115753, 43.392591358], [5.001264645, 43.398482225], [5.056896603, 43.40426293], [5.068415039, 43.399175703], [5.16270808, 43.41257152], [5.191645371, 43.435355444], [5.226597672, 43.452956301], [5.218584649, 43.488053782], [5.205363068, 43.492158612], [5.165109976, 43.471986595], [5.133577426, 43.471656031], [5.10919264, 43.525409089], [5.058702988, 43.527934128], [5.032430736, 43.545609972], [4.999271993, 43.508234779], [5.003882743, 43.470609583], [5.037685965, 43.470720085], [5.053836732, 43.458987297], [5.06114058, 43.420406514], [5.046215493, 43.40358427], [4.977383314, 43.40741626], [4.966141884, 43.426558982], [4.929170719, 43.432987761], [4.859787024, 43.401642875], [4.852933359, 43.374794739], [4.882680137, 43.363163474], [4.855883476, 43.332973963], [4.834950325, 43.328732112], [4.784679593, 43.346984054], [4.716885536, 43.35018679], [4.680343609, 43.345780115], [4.612932371, 43.353804755], [4.581362896, 43.361955855], [4.555626293, 43.38312937], [4.592895248, 43.405588401], [4.572133788, 43.437976063], [4.533925033, 43.451961869], [4.458606937, 43.457087853], [4.426377503, 43.44857532], [4.381345654, 43.453150224], [4.230213235, 43.460485857]]]], ""type"": ""MultiPolygon""}","43.958770072,6.061003389"
2016,53,Bretagne,12335941.042010752,12.335941042010752,"{""coordinates"": [[[[-3.427415232, 47.641033313], [-3.418026064, 47.625617524], [-3.462693023, 47.620324112], [-3.514965986, 47.64747261], [-3.50137405, 47.65351839], [-3.427415232, 47.641033313]]], [[[-3.158279168, 47.292481679], [-3.219636856, 47.293954742], [-3.24942338, 47.316516468], [-3.26149751, 47.367160337], [-3.247998737, 47.38127582], [-3.217888038, 47.378119304], [-3.194753062, 47.36619048], [-3.155640448, 47.361409448], [-3.138257657, 47.328667891], [-3.092341807, 47.315334454], [-3.061570997, 47.314414572], [-3.075767442, 47.286330035], [-3.158279168, 47.292481679]]], [[[-5.117626075, 48.4638657], [-5.075507352, 48.47451528], [-5.047104196, 48.463055457], [-5.058749277, 48.450156618], [-5.092263732, 48.452039423], [-5.117626075, 48.4638657]]], [[[-1.570855606, 48.626238395], [-1.537255094, 48.59892591], [-1.544273979, 48.587133002], [-1.518966714, 48.566669756], [-1.522958296, 48.541988255], [-1.489722033, 48.496177315], [-1.449762341, 48.48754571], [-1.421903419, 48.460343694], [-1.38141007, 48.456760348], [-1.344621644, 48.473141205], [-1.322622349, 48.499480471], [-1.280900003, 48.508373706], [-1.272005345, 48.534253383], [-1.238869156, 48.537721487], [-1.169896506, 48.531205689], [-1.155730888, 48.519744653], [-1.117232069, 48.52171891], [-1.070079831, 48.508817396], [-1.078532922, 48.489466528], [-1.063924211, 48.467308033], [-1.081210169, 48.441137439], [-1.077482466, 48.421506654], [-1.053023121, 48.380972393], [-1.063312432, 48.371308427], [-1.045086589, 48.32780932], [-1.090393871, 48.28944936], [-1.102031967, 48.262862431], [-1.084185493, 48.226923893], [-1.078435641, 48.179794495], [-1.060319613, 48.150223198], [-1.049751875, 48.090127897], [-1.021359658, 48.068399373], [-1.034977945, 48.033536351], [-1.016861343, 48.00875631], [-1.022666842, 47.994218949], [-1.071425234, 47.981787045], [-1.101320158, 47.989315397], [-1.160459864, 47.957577943], [-1.163416199, 47.927635505], [-1.189050041, 47.867213966], [-1.213813388, 47.844257951], [-1.222944163, 47.819322219], [-1.239923314, 47.80655914], [-1.246169893, 47.77685223], [-1.365056274, 47.799102778], [-1.381917624, 47.823595829], [-1.423382005, 47.832737069], [-1.479908506, 47.835182775], [-1.467157916, 47.809817009], [-1.505818752, 47.800267386], [-1.529050882, 47.784775531], [-1.576090164, 47.777761789], [-1.625514694, 47.760564592], [-1.639880773, 47.726066477], [-1.654665358, 47.712394305], [-1.707349228, 47.714391924], [-1.722120172, 47.698349366], [-1.752129938, 47.7074786], [-1.771094101, 47.698261234], [-1.825470084, 47.708326753], [-1.862083506, 47.707694433], [-1.878233064, 47.695385497], [-1.935125472, 47.687050726], [-1.969034659, 47.68976503], [-2.012721959, 47.666185839], [-2.038901674, 47.669699091], [-2.054007943, 47.649283789], [-2.081513955, 47.650124984], [-2.096678011, 47.632071796], [-2.085097954, 47.62183015], [-2.101807257, 47.596255918], [-2.096411609, 47.571089781], [-2.104825114, 47.548926918], [-2.098833051, 47.533450021], [-2.156044999, 47.522017991], [-2.154251322, 47.496447775], [-2.181105742, 47.491119744], [-2.190104858, 47.512257311], [-2.243765237, 47.493888307], [-2.261287424, 47.513783707], [-2.2941278, 47.513954398], [-2.313141167, 47.485904563], [-2.317449469, 47.461142146], [-2.398326509, 47.455933964], [-2.41816972, 47.47252704], [-2.453174056, 47.462488177], [-2.458774324, 47.448061406], [-2.479600396, 47.441467784], [-2.499977182, 47.458126574], [-2.469266671, 47.487714886], [-2.43950243, 47.498711189], [-2.46664776, 47.512083381], [-2.517854399, 47.526974394], [-2.553829492, 47.511437879], [-2.596550733, 47.517537838], [-2.622258364, 47.504573142], [-2.664457479, 47.518701983], [-2.679735378, 47.493889627], [-2.715845253, 47.506074488], [-2.814913526, 47.486799244], [-2.850133706, 47.498547804], [-2.847186279, 47.51216418], [-2.892502232, 47.54262975], [-2.879177921, 47.556701364], [-2.841275775, 47.543947057], [-2.785484716, 47.552418388], [-2.780668644, 47.539761867], [-2.733171681, 47.542693889], [-2.716927867, 47.573728245], [-2.717615983, 47.598636494], [-2.750717801, 47.622035922], [-2.75545313, 47.638367603], [-2.801214223, 47.618003426], [-2.847965373, 47.61792571], [-2.947861327, 47.579397116], [-2.929522389, 47.554336917], [-2.963800826, 47.557028224], [-2.982162609, 47.578721895], [-3.007444177, 47.568489849], [-3.052455224, 47.577972766], [-3.088663639, 47.564987168], [-3.100639317, 47.579995367], [-3.125220907, 47.5663678], [-3.134127859, 47.542427268], [-3.125459049, 47.511875018], [-3.105544884, 47.473678323], [-3.14418842, 47.48453893], [-3.15447385, 47.523428981], [-3.134377104, 47.547297719], [-3.1399507, 47.579820085], [-3.159864053, 47.607374897], [-3.197443606, 47.623916684], [-3.213951718, 47.64392803], [-3.283734032, 47.685867113], [-3.288206823, 47.70319995], [-3.341202275, 47.708889538], [-3.384618064, 47.702710503], [-3.424397744, 47.704624863], [-3.450519543, 47.695205443], [-3.499953748, 47.731736387], [-3.512316479, 47.752858795], [-3.533067416, 47.767028975], [-3.626216646, 47.769966751], [-3.646337196, 47.778550028], [-3.682217842, 47.77713172], [-3.72309901, 47.79914525], [-3.755898357, 47.791645677], [-3.838455914, 47.797506645], [-3.868136188, 47.811476324], [-3.893380614, 47.833189472], [-3.915294652, 47.86889697], [-3.958847324, 47.897161519], [-3.990056253, 47.88295822], [-3.977563128, 47.853808163], [-4.030539602, 47.849535532], [-4.067922387, 47.863859792], [-4.120622575, 47.864655475], [-4.161823597, 47.849364589], [-4.176423825, 47.872437328], [-4.200662657, 47.860011467], [-4.165975664, 47.814046846], [-4.195906595, 47.796681578], [-4.249878275, 47.791227053], [-4.293225457, 47.792485643], [-4.300544379, 47.800434676], [-4.368657145, 47.79629777], [-4.380082041, 47.821700252], [-4.346232616, 47.839761805], [-4.362418131, 47.88664498], [-4.393892481, 47.933432972], [-4.423842943, 47.962945102], [-4.450900612, 47.981007608], [-4.476137427, 47.98610238], [-4.499552796, 48.00144854], [-4.536981564, 48.011892059], [-4.566094624, 47.999676633], [-4.628021161, 48.022136204], [-4.689879126, 48.02630464], [-4.728341033, 48.035218755], [-4.663065429, 48.069320855], [-4.629581331, 48.067475841], [-4.578991857, 48.081637637], [-4.547675785, 48.077700946], [-4.526180148, 48.085605791], [-4.449607537, 48.098567001], [-4.433374736, 48.096564153], [-4.362200113, 48.109180661], [-4.305570114, 48.089109032], [-4.286834314, 48.103169811], [-4.28559944, 48.126059944], [-4.272480043, 48.151511089], [-4.295771796, 48.165404515], [-4.304408422, 48.196435734], [-4.334801641, 48.207107912], [-4.368643443, 48.205249598], [-4.399821903, 48.220014219], [-4.464402639, 48.23948693], [-4.497349492, 48.233630121], [-4.539185709, 48.170978333], [-4.560272898, 48.21986896], [-4.558667753, 48.259024272], [-4.582408805, 48.250648828], [-4.613280375, 48.262144866], [-4.566144626, 48.288145273], [-4.579727234, 48.318761951], [-4.545301964, 48.325175923], [-4.553215253, 48.294792972], [-4.535929383, 48.284118569], [-4.503225161, 48.281046293], [-4.450207054, 48.29253716], [-4.426921039, 48.290945302], [-4.408547215, 48.275571621], [-4.380393934, 48.27560158], [-4.306431538, 48.297590605], [-4.26040107, 48.279879414], [-4.228800568, 48.296606099], [-4.257898385, 48.309249557], [-4.293226132, 48.311575312], [-4.324546565, 48.32345375], [-4.327413678, 48.340912193], [-4.366775207, 48.345022872], [-4.374758272, 48.326347894], [-4.417466204, 48.324482043], [-4.447919567, 48.335524986], [-4.434248626, 48.362960615], [-4.435432814, 48.383391558], [-4.483846919, 48.382716163], [-4.537893949, 48.357288167], [-4.628012999, 48.337649792], [-4.681008682, 48.355730082], [-4.700775428, 48.350099172], [-4.709821048, 48.330724571], [-4.773727272, 48.330066161], [-4.778293631, 48.364462997], [-4.761402977, 48.3716981], [-4.795406011, 48.41484875], [-4.770853573, 48.460972971], [-4.777210313, 48.505021493], [-4.750544494, 48.531058855], [-4.750487955, 48.543382022], [-4.687617173, 48.572390841], [-4.612617625, 48.572870871], [-4.603028369, 48.58598434], [-4.549433416, 48.602078238], [-4.569063766, 48.610448419], [-4.544997773, 48.63092309], [-4.511109708, 48.632900317], [-4.479608987, 48.623704079], [-4.425706512, 48.640436638], [-4.346331471, 48.677369924], [-4.296264337, 48.664578866], [-4.316050915, 48.637719974], [-4.296171369, 48.63289462], [-4.27762199, 48.648056547], [-4.222129128, 48.658948995], [-4.183998555, 48.687370269], [-4.111710399, 48.695351389], [-4.057124536, 48.68770222], [-4.056666557, 48.700029872], [-3.991796579, 48.723903778], [-3.965707284, 48.718701897], [-3.976171134, 48.699599157], [-3.952128355, 48.663485021], [-3.930091248, 48.657905506], [-3.907471559, 48.669423136], [-3.897722032, 48.646422888], [-3.847358862, 48.630491646], [-3.855043367, 48.671506195], [-3.841786007, 48.706395163], [-3.820131965, 48.713635391], [-3.790756064, 48.702953276], [-3.765901469, 48.709436092], [-3.722512109, 48.706189522], [-3.702839282, 48.690477349], [-3.654576811, 48.681802026], [-3.616602954, 48.683933607], [-3.610200293, 48.669788882], [-3.582689943, 48.670306383], [-3.580959223, 48.721347393], [-3.552934882, 48.727232398], [-3.550427211, 48.748711322], [-3.585449825, 48.7693393], [-3.548135303, 48.81423479], [-3.510479468, 48.828141819], [-3.468270153, 48.823471846], [-3.437458326, 48.811205885], [-3.440471692, 48.798595143], [-3.398132441, 48.800597902], [-3.375709587, 48.816160531], [-3.322466527, 48.837710642], [-3.291444277, 48.831328298], [-3.253887806, 48.842604289], [-3.238142821, 48.86656153], [-3.219898383, 48.866682159], [-3.203664136, 48.835061386], [-3.165067674, 48.853653822], [-3.122622183, 48.864110061], [-3.085107614, 48.867115806], [-3.091477496, 48.832609506], [-3.053321222, 48.815349698], [-3.017397747, 48.821383233], [-3.008509898, 48.804147971], [-3.02916744, 48.77639843], [-2.989701032, 48.76239883], [-2.952709695, 48.766730244], [-2.932049269, 48.753123293], [-2.948566508, 48.726056306], [-2.926754474, 48.708795604], [-2.88358185, 48.690002163], [-2.827378341, 48.654029988], [-2.815794142, 48.616776795], [-2.821340609, 48.59438281], [-2.775048716, 48.571830106], [-2.71290812, 48.553066757], [-2.723236471, 48.5301167], [-2.684651708, 48.49833592], [-2.675258588, 48.513524854], [-2.605907963, 48.550802191], [-2.55184296, 48.592714424], [-2.493251269, 48.609783145], [-2.473743022, 48.622132395], [-2.467689865, 48.650048348], [-2.438460905, 48.652700691], [-2.415522339, 48.636427046], [-2.387638076, 48.652006788], [-2.360648716, 48.655430029], [-2.331820899, 48.670373334], [-2.288966356, 48.667335885], [-2.313223711, 48.633368941], [-2.316814188, 48.610411112], [-2.259686593, 48.645516685], [-2.231846497, 48.610073824], [-2.201896725, 48.584110984], [-2.175683753, 48.57643007], [-2.158779017, 48.58741653], [-2.166723446, 48.604196313], [-2.116180553, 48.63876273], [-2.084697288, 48.634881768], [-2.05673601, 48.640137642], [-2.033147797, 48.627216813], [-2.034857615, 48.611709967], [-2.01341406, 48.587199155], [-2.010658693, 48.571183002], [-1.972174678, 48.534828825], [-1.967768318, 48.592193576], [-2.012337675, 48.598241801], [-2.007615626, 48.613160359], [-2.028789918, 48.650153986], [-1.932996579, 48.694264617], [-1.900720885, 48.690978237], [-1.854064922, 48.706079584], [-1.837260749, 48.679367402], [-1.862629248, 48.66777612], [-1.871911983, 48.647452373], [-1.839837135, 48.61406979], [-1.765653397, 48.603219039], [-1.665039724, 48.609926097], [-1.570855606, 48.626238395]]]], ""type"": ""MultiPolygon""}","48.177553833,-2.841491226"
